,Match ID,Innings,Over,Ball,Runs From Ball,Wicket,current score
0,211028,1,1,1,0,0,0
1,211028,1,1,2,1,0,1
2,211028,1,1,3,0,0,1
3,211028,1,1,4,0,0,1
4,211028,1,1,5,0,0,1
5,211028,1,1,6,3,0,4
6,211028,1,2,1,0,0,4
7,211028,1,2,2,0,0,4
8,211028,1,2,3,1,0,5
9,211028,1,2,4,0,0,5
10,211028,1,2,5,0,0,5
11,211028,1,2,6,1,0,6
12,211028,1,3,1,4,0,10
13,211028,1,3,2,1,0,11
14,211028,1,3,3,0,0,11
15,211028,1,3,4,4,0,15
16,211028,1,3,5,4,0,19
17,211028,1,3,6,1,0,20
18,211028,1,4,1,0,0,20
19,211028,1,4,2,4,0,24
20,211028,1,4,3,4,0,28
21,211028,1,4,4,0,0,28
22,211028,1,4,5,0,1,28
23,211028,1,4,6,1,0,29
24,211028,1,5,1,1,0,30
25,211028,1,5,2,6,0,36
26,211028,1,5,3,1,0,37
27,211028,1,5,4,2,0,39
28,211028,1,5,5,1,0,40
29,211028,1,5,6,3,0,43
30,211028,1,6,1,1,0,44
31,211028,1,6,2,0,0,44
32,211028,1,6,3,4,0,48
33,211028,1,6,4,1,0,49
34,211028,1,6,5,0,1,49
35,211028,1,6,6,1,0,50
36,211028,1,7,1,1,0,51
37,211028,1,7,2,0,0,51
38,211028,1,7,3,1,0,52
39,211028,1,7,4,0,0,52
40,211028,1,7,5,4,0,56
41,211028,1,7,6,2,0,58
42,211028,1,8,1,1,0,59
43,211028,1,8,2,4,0,63
44,211028,1,8,3,2,0,65
45,211028,1,8,4,1,0,66
46,211028,1,8,5,1,0,67
47,211028,1,8,6,1,0,68
48,211028,1,9,1,1,0,69
49,211028,1,9,2,1,0,70
50,211028,1,9,3,1,0,71
51,211028,1,9,4,4,0,75
52,211028,1,9,5,1,0,76
53,211028,1,9,6,6,0,82
54,211028,1,10,1,1,0,83
55,211028,1,10,2,2,0,85
56,211028,1,10,3,4,0,89
57,211028,1,10,4,1,0,90
58,211028,1,10,5,1,0,91
59,211028,1,10,6,2,0,93
60,211028,1,11,1,1,0,94
61,211028,1,11,2,1,0,95
62,211028,1,11,3,4,0,99
63,211028,1,11,4,1,0,100
64,211028,1,11,5,0,1,100
65,211028,1,11,6,1,0,101
66,211028,1,12,1,1,0,102
67,211028,1,12,2,0,1,102
68,211028,1,12,3,0,0,102
69,211028,1,12,4,1,0,103
70,211028,1,12,5,1,0,104
71,211028,1,12,6,1,0,105
72,211028,1,13,1,1,0,106
73,211028,1,13,2,0,0,106
74,211028,1,13,3,1,0,107
75,211028,1,13,4,0,0,107
76,211028,1,13,5,1,0,108
77,211028,1,13,6,1,0,109
78,211028,1,14,1,0,1,109
79,211028,1,14,2,0,0,109
80,211028,1,14,3,1,0,110
81,211028,1,14,4,0,0,110
82,211028,1,14,5,1,0,111
83,211028,1,14,6,0,0,111
84,211028,1,15,1,3,0,114
85,211028,1,15,2,2,0,116
86,211028,1,15,3,1,0,117
87,211028,1,15,4,0,0,117
88,211028,1,15,5,1,0,118
89,211028,1,15,6,6,0,124
90,211028,1,16,1,1,0,125
91,211028,1,16,2,1,0,126
92,211028,1,16,3,0,0,126
93,211028,1,16,4,1,0,127
94,211028,1,16,5,4,0,131
95,211028,1,16,6,1,0,132
96,211028,1,17,1,1,0,133
97,211028,1,17,2,0,0,133
98,211028,1,17,3,4,0,137
99,211028,1,17,4,2,0,139
100,211028,1,17,5,4,0,143
101,211028,1,17,6,6,0,149
102,211028,1,18,1,2,0,151
103,211028,1,18,2,1,0,152
104,211028,1,18,3,1,0,153
105,211028,1,18,4,2,0,155
106,211028,1,18,5,1,0,156
107,211028,1,18,6,1,0,157
108,211028,1,19,1,1,0,158
109,211028,1,19,2,0,1,158
110,211028,1,19,3,1,0,159
111,211028,1,19,4,0,0,159
112,211028,1,19,5,4,0,163
113,211028,1,19,6,4,0,167
114,211028,1,20,1,2,0,169
115,211028,1,20,2,4,0,173
116,211028,1,20,3,2,0,175
117,211028,1,20,4,0,1,175
118,211028,1,20,5,4,0,179
119,211028,1,20,6,0,1,179
207,211048,1,1,1,2,0,2
208,211048,1,1,2,0,0,2
209,211048,1,1,3,1,0,3
210,211048,1,1,4,1,0,4
211,211048,1,1,5,6,0,10
212,211048,1,1,6,0,1,10
213,211048,1,2,1,0,0,10
214,211048,1,2,2,4,0,14
215,211048,1,2,3,6,0,20
216,211048,1,2,4,1,0,21
217,211048,1,2,5,0,1,21
218,211048,1,2,6,1,0,22
219,211048,1,3,1,0,0,22
220,211048,1,3,2,0,0,22
221,211048,1,3,3,1,0,23
222,211048,1,3,4,2,0,25
223,211048,1,3,5,0,0,25
224,211048,1,3,6,1,0,26
225,211048,1,4,1,4,0,30
226,211048,1,4,2,7,0,37
227,211048,1,4,3,4,0,41
228,211048,1,4,4,4,0,45
229,211048,1,4,5,0,0,45
230,211048,1,4,6,1,1,46
231,211048,1,5,1,4,0,50
232,211048,1,5,2,1,0,51
233,211048,1,5,3,0,0,51
234,211048,1,5,4,0,0,51
235,211048,1,5,5,2,0,53
236,211048,1,5,6,1,0,54
237,211048,1,6,1,0,1,54
238,211048,1,6,2,1,0,55
239,211048,1,6,3,1,0,56
240,211048,1,6,4,1,0,57
241,211048,1,6,5,0,0,57
242,211048,1,6,6,1,0,58
243,211048,1,7,1,1,0,59
244,211048,1,7,2,1,0,60
245,211048,1,7,3,1,0,61
246,211048,1,7,4,1,0,62
247,211048,1,7,5,1,0,63
248,211048,1,7,6,1,0,64
249,211048,1,8,1,0,0,64
250,211048,1,8,2,1,0,65
251,211048,1,8,3,4,0,69
252,211048,1,8,4,1,0,70
253,211048,1,8,5,1,0,71
254,211048,1,8,6,1,0,72
255,211048,1,9,1,1,0,73
256,211048,1,9,2,0,0,73
257,211048,1,9,3,1,0,74
258,211048,1,9,4,4,0,78
259,211048,1,9,5,0,0,78
260,211048,1,9,6,1,0,79
261,211048,1,10,1,4,0,83
262,211048,1,10,2,1,0,84
263,211048,1,10,3,1,0,85
264,211048,1,10,4,1,0,86
265,211048,1,10,5,1,0,87
266,211048,1,10,6,2,0,89
267,211048,1,11,1,1,0,90
268,211048,1,11,2,1,0,91
269,211048,1,11,3,1,0,92
270,211048,1,11,4,0,0,92
271,211048,1,11,5,0,0,92
272,211048,1,11,6,2,0,94
273,211048,1,12,1,6,0,100
274,211048,1,12,2,0,0,100
275,211048,1,12,3,4,0,104
276,211048,1,12,4,4,0,108
277,211048,1,12,5,0,0,108
278,211048,1,12,6,1,0,109
279,211048,1,13,1,0,0,109
280,211048,1,13,2,1,0,110
281,211048,1,13,3,4,0,114
282,211048,1,13,4,1,0,115
283,211048,1,13,5,1,0,116
284,211048,1,13,6,1,0,117
285,211048,1,14,1,2,0,119
286,211048,1,14,2,4,0,123
287,211048,1,14,3,4,0,127
288,211048,1,14,4,0,0,127
289,211048,1,14,5,6,0,133
290,211048,1,14,6,1,0,134
291,211048,1,15,1,1,0,135
292,211048,1,15,2,2,0,137
293,211048,1,15,3,0,1,137
294,211048,1,15,4,1,0,138
295,211048,1,15,5,2,0,140
296,211048,1,15,6,1,0,141
297,211048,1,16,1,1,0,142
298,211048,1,16,2,2,0,144
299,211048,1,16,3,0,0,144
300,211048,1,16,4,1,0,145
301,211048,1,16,5,1,0,146
302,211048,1,16,6,1,0,147
303,211048,1,17,1,1,0,148
304,211048,1,17,2,1,0,149
305,211048,1,17,3,1,0,150
306,211048,1,17,4,0,0,150
307,211048,1,17,5,1,0,151
308,211048,1,17,6,4,0,155
309,211048,1,18,1,1,0,156
310,211048,1,18,2,1,0,157
311,211048,1,18,3,1,0,158
312,211048,1,18,4,0,0,158
313,211048,1,18,5,6,0,164
314,211048,1,18,6,6,0,170
315,211048,1,19,1,6,0,176
316,211048,1,19,2,2,0,178
317,211048,1,19,3,6,0,184
318,211048,1,19,4,6,0,190
319,211048,1,19,5,4,0,194
320,211048,1,19,6,6,0,200
321,211048,1,20,1,1,0,201
322,211048,1,20,2,4,0,205
323,211048,1,20,3,2,0,207
324,211048,1,20,4,1,0,208
325,211048,1,20,5,6,0,214
326,211048,1,20,6,0,0,214
447,222678,1,1,1,0,0,0
448,222678,1,1,2,0,0,0
449,222678,1,1,3,4,0,4
450,222678,1,1,4,4,0,8
451,222678,1,1,5,0,0,8
452,222678,1,1,6,4,0,12
453,222678,1,2,1,0,0,12
454,222678,1,2,2,1,0,13
455,222678,1,2,3,0,0,13
456,222678,1,2,4,2,0,15
457,222678,1,2,5,6,0,21
458,222678,1,2,6,3,0,24
459,222678,1,3,1,2,0,26
460,222678,1,3,2,0,0,26
461,222678,1,3,3,0,0,26
462,222678,1,3,4,0,0,26
463,222678,1,3,5,1,0,27
464,222678,1,3,6,4,0,31
465,222678,1,4,1,1,0,32
466,222678,1,4,2,0,0,32
467,222678,1,4,3,0,0,32
468,222678,1,4,4,1,0,33
469,222678,1,4,5,0,0,33
470,222678,1,4,6,1,0,34
471,222678,1,5,1,1,0,35
472,222678,1,5,2,0,0,35
473,222678,1,5,3,4,0,39
474,222678,1,5,4,4,0,43
475,222678,1,5,5,4,0,47
476,222678,1,5,6,1,0,48
477,222678,1,6,1,0,0,48
478,222678,1,6,2,4,0,52
479,222678,1,6,3,0,0,52
480,222678,1,6,4,4,0,56
481,222678,1,6,5,1,0,57
482,222678,1,6,6,2,0,59
483,222678,1,7,1,0,0,59
484,222678,1,7,2,0,0,59
485,222678,1,7,3,0,0,59
486,222678,1,7,4,6,0,65
487,222678,1,7,5,1,0,66
488,222678,1,7,6,0,0,66
489,222678,1,8,1,4,0,70
490,222678,1,8,2,1,0,71
491,222678,1,8,3,0,0,71
492,222678,1,8,4,0,0,71
493,222678,1,8,5,6,0,77
494,222678,1,8,6,1,0,78
495,222678,1,9,1,1,0,79
496,222678,1,9,2,0,0,79
497,222678,1,9,3,0,0,79
498,222678,1,9,4,1,0,80
499,222678,1,9,5,1,0,81
500,222678,1,9,6,1,0,82
501,222678,1,10,1,1,0,83
502,222678,1,10,2,1,0,84
503,222678,1,10,3,0,0,84
504,222678,1,10,4,0,1,84
505,222678,1,10,5,4,0,88
506,222678,1,10,6,0,0,88
507,222678,1,11,1,1,0,89
508,222678,1,11,2,1,0,90
509,222678,1,11,3,0,1,90
510,222678,1,11,4,0,0,90
511,222678,1,11,5,0,0,90
512,222678,1,11,6,0,0,90
513,222678,1,12,1,2,0,92
514,222678,1,12,2,1,0,93
515,222678,1,12,3,0,0,93
516,222678,1,12,4,1,0,94
517,222678,1,12,5,1,0,95
518,222678,1,12,6,4,0,99
519,222678,1,13,1,0,1,99
520,222678,1,13,2,1,0,100
521,222678,1,13,3,1,0,101
522,222678,1,13,4,1,0,102
523,222678,1,13,5,0,0,102
524,222678,1,13,6,1,0,103
525,222678,1,14,1,1,0,104
526,222678,1,14,2,0,0,104
527,222678,1,14,3,1,0,105
528,222678,1,14,4,0,1,105
529,222678,1,14,5,1,0,106
530,222678,1,14,6,0,0,106
531,222678,1,15,1,0,1,106
532,222678,1,15,2,1,0,107
533,222678,1,15,3,0,0,107
534,222678,1,15,4,1,0,108
535,222678,1,15,5,0,0,108
536,222678,1,15,6,1,0,109
537,222678,1,16,1,1,0,110
538,222678,1,16,2,0,1,110
539,222678,1,16,3,0,0,110
540,222678,1,16,4,1,0,111
541,222678,1,16,5,1,0,112
542,222678,1,16,6,0,0,112
543,222678,1,17,1,1,0,113
544,222678,1,17,2,0,0,113
545,222678,1,17,3,2,0,115
546,222678,1,17,4,0,0,115
547,222678,1,17,5,3,1,118
548,222678,1,17,6,1,0,119
549,222678,1,18,1,0,0,119
550,222678,1,18,2,1,0,120
551,222678,1,18,3,1,0,121
552,222678,1,18,4,0,1,121
553,222678,1,18,5,0,0,121
554,222678,1,18,6,0,0,121
555,222678,1,19,1,1,0,122
556,222678,1,19,2,1,0,123
557,222678,1,19,3,6,0,129
558,222678,1,19,4,0,1,129
559,222678,1,19,5,0,0,129
560,222678,1,19,6,0,0,129
561,222678,1,20,1,0,0,129
562,222678,1,20,2,4,0,133
563,222678,1,20,3,0,1,133
672,225263,1,1,1,1,0,1
673,225263,1,1,2,0,0,1
674,225263,1,1,3,1,0,2
675,225263,1,1,4,1,0,3
676,225263,1,1,5,0,0,3
677,225263,1,1,6,0,0,3
678,225263,1,2,1,1,0,4
679,225263,1,2,2,0,0,4
680,225263,1,2,3,0,0,4
681,225263,1,2,4,1,0,5
682,225263,1,2,5,4,0,9
683,225263,1,2,6,0,0,9
684,225263,1,3,1,0,0,9
685,225263,1,3,2,1,0,10
686,225263,1,3,3,0,0,10
687,225263,1,3,4,4,0,14
688,225263,1,3,5,4,0,18
689,225263,1,3,6,4,0,22
690,225263,1,4,1,1,0,23
691,225263,1,4,2,1,0,24
692,225263,1,4,3,4,0,28
693,225263,1,4,4,1,0,29
694,225263,1,4,5,0,0,29
695,225263,1,4,6,4,0,33
696,225263,1,5,1,0,0,33
697,225263,1,5,2,4,0,37
698,225263,1,5,3,0,0,37
699,225263,1,5,4,1,0,38
700,225263,1,5,5,1,0,39
701,225263,1,5,6,0,1,39
702,225263,1,6,1,1,0,40
703,225263,1,6,2,0,1,40
704,225263,1,6,3,0,0,40
705,225263,1,6,4,0,1,40
706,225263,1,6,5,0,0,40
707,225263,1,6,6,0,0,40
708,225263,1,7,1,1,0,41
709,225263,1,7,2,0,0,41
710,225263,1,7,3,0,0,41
711,225263,1,7,4,0,0,41
712,225263,1,7,5,0,0,41
713,225263,1,7,6,3,0,44
714,225263,1,8,1,0,0,44
715,225263,1,8,2,0,0,44
716,225263,1,8,3,1,0,45
717,225263,1,8,4,0,0,45
718,225263,1,8,5,1,0,46
719,225263,1,8,6,4,0,50
720,225263,1,9,1,0,1,50
721,225263,1,9,2,1,0,51
722,225263,1,9,3,1,0,52
723,225263,1,9,4,1,0,53
724,225263,1,9,5,4,0,57
725,225263,1,9,6,0,0,57
726,225263,1,10,1,1,0,58
727,225263,1,10,2,0,0,58
728,225263,1,10,3,1,0,59
729,225263,1,10,4,0,0,59
730,225263,1,10,5,0,0,59
731,225263,1,10,6,1,0,60
732,225263,1,11,1,0,0,60
733,225263,1,11,2,1,0,61
734,225263,1,11,3,1,0,62
735,225263,1,11,4,2,0,64
736,225263,1,11,5,2,0,66
737,225263,1,11,6,4,0,70
738,225263,1,12,1,1,0,71
739,225263,1,12,2,1,0,72
740,225263,1,12,3,4,0,76
741,225263,1,12,4,4,0,80
742,225263,1,12,5,0,0,80
743,225263,1,12,6,2,0,82
744,225263,1,13,1,1,0,83
745,225263,1,13,2,0,0,83
746,225263,1,13,3,1,0,84
747,225263,1,13,4,1,0,85
748,225263,1,13,5,1,0,86
749,225263,1,13,6,1,0,87
750,225263,1,14,1,1,0,88
751,225263,1,14,2,4,0,92
752,225263,1,14,3,1,0,93
753,225263,1,14,4,0,0,93
754,225263,1,14,5,1,0,94
755,225263,1,14,6,2,0,96
756,225263,1,15,1,1,0,97
757,225263,1,15,2,0,1,97
758,225263,1,15,3,1,0,98
759,225263,1,15,4,1,0,99
760,225263,1,15,5,1,0,100
761,225263,1,15,6,1,0,101
762,225263,1,16,1,1,0,102
763,225263,1,16,2,1,0,103
764,225263,1,16,3,1,0,104
765,225263,1,16,4,1,0,105
766,225263,1,16,5,1,0,106
767,225263,1,16,6,0,0,106
768,225263,1,17,1,1,0,107
769,225263,1,17,2,4,0,111
770,225263,1,17,3,1,0,112
771,225263,1,17,4,1,0,113
772,225263,1,17,5,1,0,114
773,225263,1,17,6,0,1,114
774,225263,1,18,1,0,0,114
775,225263,1,18,2,1,0,115
776,225263,1,18,3,1,0,116
777,225263,1,18,4,0,0,116
778,225263,1,18,5,2,0,118
779,225263,1,18,6,1,0,119
780,225263,1,19,1,0,0,119
781,225263,1,19,2,4,0,123
782,225263,1,19,3,1,0,124
783,225263,1,19,4,1,0,125
784,225263,1,19,5,4,0,129
785,225263,1,19,6,1,0,130
786,225263,1,20,1,0,1,130
787,225263,1,20,2,1,0,131
788,225263,1,20,3,1,0,132
789,225263,1,20,4,6,0,138
790,225263,1,20,5,4,0,142
791,225263,1,20,6,2,0,144
899,225271,1,1,1,2,0,2
900,225271,1,1,2,3,0,5
901,225271,1,1,3,0,0,5
902,225271,1,1,4,0,0,5
903,225271,1,1,5,0,0,5
904,225271,1,1,6,0,0,5
905,225271,1,2,1,0,0,5
906,225271,1,2,2,0,0,5
907,225271,1,2,3,0,0,5
908,225271,1,2,4,1,0,6
909,225271,1,2,5,0,0,6
910,225271,1,2,6,4,0,10
911,225271,1,3,1,1,0,11
912,225271,1,3,2,4,0,15
913,225271,1,3,3,4,0,19
914,225271,1,3,4,6,0,25
915,225271,1,3,5,0,0,25
916,225271,1,3,6,0,0,25
917,225271,1,4,1,1,0,26
918,225271,1,4,2,0,0,26
919,225271,1,4,3,3,0,29
920,225271,1,4,4,1,0,30
921,225271,1,4,5,1,0,31
922,225271,1,4,6,2,0,33
923,225271,1,5,1,0,0,33
924,225271,1,5,2,4,0,37
925,225271,1,5,3,6,0,43
926,225271,1,5,4,2,0,45
927,225271,1,5,5,1,0,46
928,225271,1,5,6,0,0,46
929,225271,1,6,1,4,0,50
930,225271,1,6,2,4,0,54
931,225271,1,6,3,0,0,54
932,225271,1,6,4,2,0,56
933,225271,1,6,5,1,0,57
934,225271,1,6,6,1,0,58
935,225271,1,7,1,8,0,66
936,225271,1,7,2,0,0,66
937,225271,1,7,3,1,0,67
938,225271,1,7,4,1,0,68
939,225271,1,7,5,0,0,68
940,225271,1,7,6,0,0,68
941,225271,1,8,1,1,0,69
942,225271,1,8,2,4,0,73
943,225271,1,8,3,1,0,74
944,225271,1,8,4,1,0,75
945,225271,1,8,5,0,1,75
946,225271,1,8,6,0,0,75
947,225271,1,9,1,0,1,75
948,225271,1,9,2,1,0,76
949,225271,1,9,3,1,0,77
950,225271,1,9,4,4,0,81
951,225271,1,9,5,1,0,82
952,225271,1,9,6,0,0,82
953,225271,1,10,1,1,0,83
954,225271,1,10,2,0,0,83
955,225271,1,10,3,1,0,84
956,225271,1,10,4,0,0,84
957,225271,1,10,5,0,1,84
958,225271,1,10,6,0,0,84
959,225271,1,11,1,0,1,84
960,225271,1,11,2,1,0,85
961,225271,1,11,3,4,0,89
962,225271,1,11,4,1,0,90
963,225271,1,11,5,1,0,91
964,225271,1,11,6,4,0,95
965,225271,1,12,1,0,0,95
966,225271,1,12,2,1,0,96
967,225271,1,12,3,1,0,97
968,225271,1,12,4,2,0,99
969,225271,1,12,5,2,0,101
970,225271,1,12,6,1,1,102
971,225271,1,13,1,2,0,104
972,225271,1,13,2,4,0,108
973,225271,1,13,3,0,0,108
974,225271,1,13,4,1,0,109
975,225271,1,13,5,1,0,110
976,225271,1,13,6,1,0,111
977,225271,1,14,1,2,0,113
978,225271,1,14,2,1,0,114
979,225271,1,14,3,1,0,115
980,225271,1,14,4,2,0,117
981,225271,1,14,5,0,1,117
982,225271,1,14,6,1,0,118
983,225271,1,15,1,0,0,118
984,225271,1,15,2,0,0,118
985,225271,1,15,3,2,0,120
986,225271,1,15,4,1,0,121
987,225271,1,15,5,2,0,123
988,225271,1,15,6,3,0,126
989,225271,1,16,1,1,0,127
990,225271,1,16,2,2,0,129
991,225271,1,16,3,6,0,135
992,225271,1,16,4,1,0,136
993,225271,1,16,5,0,1,136
994,225271,1,16,6,1,0,137
995,225271,1,17,1,2,0,139
996,225271,1,17,2,1,0,140
997,225271,1,17,3,0,0,140
998,225271,1,17,4,0,0,140
999,225271,1,17,5,1,0,141
1000,225271,1,17,6,0,0,141
1001,225271,1,18,1,0,0,141
1002,225271,1,18,2,3,0,144
1003,225271,1,18,3,2,0,146
1004,225271,1,18,4,2,0,148
1005,225271,1,18,5,1,0,149
1006,225271,1,18,6,2,0,151
1007,225271,1,19,1,2,0,153
1008,225271,1,19,2,1,0,154
1009,225271,1,19,3,0,0,154
1010,225271,1,19,4,0,1,154
1011,225271,1,19,5,0,0,154
1012,225271,1,19,6,4,0,158
1013,225271,1,20,1,0,0,158
1014,225271,1,20,2,1,0,159
1015,225271,1,20,3,2,0,161
1016,225271,1,20,4,0,1,161
1017,225271,1,20,5,2,0,163
1018,225271,1,20,6,0,1,163
1139,226374,1,1,1,0,0,0
1140,226374,1,1,2,0,0,0
1141,226374,1,1,3,0,0,0
1142,226374,1,1,4,0,0,0
1143,226374,1,1,5,1,0,1
1144,226374,1,1,6,4,0,5
1145,226374,1,2,1,0,0,5
1146,226374,1,2,2,1,0,6
1147,226374,1,2,3,1,0,7
1148,226374,1,2,4,0,0,7
1149,226374,1,2,5,4,0,11
1150,226374,1,2,6,0,0,11
1151,226374,1,3,1,6,0,17
1152,226374,1,3,2,0,0,17
1153,226374,1,3,3,4,0,21
1154,226374,1,3,4,1,0,22
1155,226374,1,3,5,1,0,23
1156,226374,1,3,6,0,0,23
1157,226374,1,4,1,0,0,23
1158,226374,1,4,2,1,0,24
1159,226374,1,4,3,1,0,25
1160,226374,1,4,4,1,0,26
1161,226374,1,4,5,4,0,30
1162,226374,1,4,6,1,0,31
1163,226374,1,5,1,1,0,32
1164,226374,1,5,2,1,0,33
1165,226374,1,5,3,0,0,33
1166,226374,1,5,4,6,0,39
1167,226374,1,5,5,0,0,39
1168,226374,1,5,6,0,0,39
1169,226374,1,6,1,1,0,40
1170,226374,1,6,2,3,0,43
1171,226374,1,6,3,0,0,43
1172,226374,1,6,4,4,0,47
1173,226374,1,6,5,1,0,48
1174,226374,1,6,6,2,0,50
1175,226374,1,7,1,2,0,52
1176,226374,1,7,2,1,0,53
1177,226374,1,7,3,4,0,57
1178,226374,1,7,4,0,1,57
1179,226374,1,7,5,0,0,57
1180,226374,1,7,6,2,0,59
1181,226374,1,8,1,0,0,59
1182,226374,1,8,2,0,0,59
1183,226374,1,8,3,1,0,60
1184,226374,1,8,4,0,0,60
1185,226374,1,8,5,4,0,64
1186,226374,1,8,6,0,0,64
1187,226374,1,9,1,0,0,64
1188,226374,1,9,2,4,0,68
1189,226374,1,9,3,1,0,69
1190,226374,1,9,4,1,0,70
1191,226374,1,9,5,6,0,76
1192,226374,1,9,6,1,0,77
1193,226374,1,10,1,6,0,83
1194,226374,1,10,2,1,0,84
1195,226374,1,10,3,2,0,86
1196,226374,1,10,4,4,0,90
1197,226374,1,10,5,1,0,91
1198,226374,1,10,6,1,0,92
1199,226374,1,11,1,0,0,92
1200,226374,1,11,2,1,0,93
1201,226374,1,11,3,0,0,93
1202,226374,1,11,4,4,0,97
1203,226374,1,11,5,1,0,98
1204,226374,1,11,6,1,0,99
1205,226374,1,12,1,4,0,103
1206,226374,1,12,2,0,1,103
1207,226374,1,12,3,1,0,104
1208,226374,1,12,4,1,0,105
1209,226374,1,12,5,1,0,106
1210,226374,1,12,6,4,0,110
1211,226374,1,13,1,4,0,114
1212,226374,1,13,2,1,0,115
1213,226374,1,13,3,4,0,119
1214,226374,1,13,4,4,0,123
1215,226374,1,13,5,4,0,127
1216,226374,1,13,6,0,0,127
1217,226374,1,14,1,1,0,128
1218,226374,1,14,2,0,0,128
1219,226374,1,14,3,2,0,130
1220,226374,1,14,4,4,0,134
1221,226374,1,14,5,1,0,135
1222,226374,1,14,6,1,0,136
1223,226374,1,15,1,1,0,137
1224,226374,1,15,2,1,0,138
1225,226374,1,15,3,1,0,139
1226,226374,1,15,4,1,0,140
1227,226374,1,15,5,4,0,144
1228,226374,1,15,6,1,0,145
1229,226374,1,16,1,3,0,148
1230,226374,1,16,2,1,0,149
1231,226374,1,16,3,6,0,155
1232,226374,1,16,4,1,0,156
1233,226374,1,16,5,1,0,157
1234,226374,1,16,6,2,0,159
1235,226374,1,17,1,1,0,160
1236,226374,1,17,2,2,0,162
1237,226374,1,17,3,1,0,163
1238,226374,1,17,4,0,0,163
1239,226374,1,17,5,1,0,164
1240,226374,1,17,6,1,0,165
1241,226374,1,18,1,1,0,166
1242,226374,1,18,2,1,0,167
1243,226374,1,18,3,0,0,167
1244,226374,1,18,4,6,0,173
1245,226374,1,18,5,1,0,174
1246,226374,1,18,6,0,0,174
1247,226374,1,19,1,1,0,175
1248,226374,1,19,2,1,0,176
1249,226374,1,19,3,2,0,178
1250,226374,1,19,4,6,0,184
1251,226374,1,19,5,1,0,185
1252,226374,1,19,6,2,0,187
1253,226374,1,20,1,0,1,187
1254,226374,1,20,2,4,0,191
1255,226374,1,20,3,6,0,197
1256,226374,1,20,4,4,0,201
1257,226374,1,20,5,6,0,207
1258,226374,1,20,6,2,0,209
1370,238195,1,1,1,0,0,0
1371,238195,1,1,2,0,0,0
1372,238195,1,1,3,1,0,1
1373,238195,1,1,4,4,0,5
1374,238195,1,1,5,0,0,5
1375,238195,1,1,6,1,0,6
1376,238195,1,2,1,4,0,10
1377,238195,1,2,2,1,0,11
1378,238195,1,2,3,3,0,14
1379,238195,1,2,4,0,0,14
1380,238195,1,2,5,1,0,15
1381,238195,1,2,6,0,0,15
1382,238195,1,3,1,1,0,16
1383,238195,1,3,2,1,0,17
1384,238195,1,3,3,1,0,18
1385,238195,1,3,4,1,0,19
1386,238195,1,3,5,0,0,19
1387,238195,1,3,6,1,0,20
1388,238195,1,4,1,2,0,22
1389,238195,1,4,2,5,0,27
1390,238195,1,4,3,0,0,27
1391,238195,1,4,4,0,0,27
1392,238195,1,4,5,4,0,31
1393,238195,1,4,6,0,0,31
1394,238195,1,5,1,4,0,35
1395,238195,1,5,2,0,0,35
1396,238195,1,5,3,4,0,39
1397,238195,1,5,4,0,0,39
1398,238195,1,5,5,0,0,39
1399,238195,1,5,6,1,0,40
1400,238195,1,6,1,2,0,42
1401,238195,1,6,2,6,0,48
1402,238195,1,6,3,0,0,48
1403,238195,1,6,4,0,1,48
1404,238195,1,6,5,0,0,48
1405,238195,1,6,6,0,0,48
1406,238195,1,7,1,2,0,50
1407,238195,1,7,2,1,0,51
1408,238195,1,7,3,4,0,55
1409,238195,1,7,4,4,0,59
1410,238195,1,7,5,0,0,59
1411,238195,1,7,6,0,0,59
1412,238195,1,8,1,0,0,59
1413,238195,1,8,2,2,0,61
1414,238195,1,8,3,1,0,62
1415,238195,1,8,4,1,0,63
1416,238195,1,8,5,1,0,64
1417,238195,1,8,6,1,0,65
1418,238195,1,9,1,2,0,67
1419,238195,1,9,2,0,0,67
1420,238195,1,9,3,0,0,67
1421,238195,1,9,4,0,0,67
1422,238195,1,9,5,0,0,67
1423,238195,1,9,6,2,0,69
1424,238195,1,10,1,4,0,73
1425,238195,1,10,2,1,0,74
1426,238195,1,10,3,1,0,75
1427,238195,1,10,4,6,0,81
1428,238195,1,10,5,2,0,83
1429,238195,1,10,6,0,0,83
1430,238195,1,11,1,4,0,87
1431,238195,1,11,2,1,0,88
1432,238195,1,11,3,1,0,89
1433,238195,1,11,4,0,0,89
1434,238195,1,11,5,0,0,89
1435,238195,1,11,6,1,0,90
1436,238195,1,12,1,2,0,92
1437,238195,1,12,2,1,0,93
1438,238195,1,12,3,6,0,99
1439,238195,1,12,4,1,0,100
1440,238195,1,12,5,4,0,104
1441,238195,1,12,6,1,0,105
1442,238195,1,13,1,1,0,106
1443,238195,1,13,2,1,0,107
1444,238195,1,13,3,1,0,108
1445,238195,1,13,4,3,0,111
1446,238195,1,13,5,0,0,111
1447,238195,1,13,6,1,0,112
1448,238195,1,14,1,1,0,113
1449,238195,1,14,2,7,0,120
1450,238195,1,14,3,1,0,121
1451,238195,1,14,4,1,0,122
1452,238195,1,14,5,4,0,126
1453,238195,1,14,6,1,0,127
1454,238195,1,15,1,1,0,128
1455,238195,1,15,2,1,0,129
1456,238195,1,15,3,1,0,130
1457,238195,1,15,4,4,0,134
1458,238195,1,15,5,1,0,135
1459,238195,1,15,6,1,0,136
1460,238195,1,16,1,4,0,140
